TITLE="Graphics"
VARIABLES= "rj, m", "T, K", "Lambda, W/m*K" 
0 -nan(ind) 0.647558
2.43902e-05 -nan(ind) 0.647558
4.87805e-05 -nan(ind) 0.647881
7.31707e-05 -nan(ind) 0.648459
9.7561e-05 -nan(ind) 0.649274
0.000121951 -nan(ind) 0.650314
0.000146341 -nan(ind) 0.651565
0.000170732 -nan(ind) 0.65301
0.000195122 -nan(ind) 0.654631
0.000219512 -nan(ind) 0.656407
0.000243902 -nan(ind) 0.658315
0.000268293 -nan(ind) 0.660329
0.000292683 -nan(ind) 0.662421
0.000317073 -nan(ind) 0.664562
0.000341463 -nan(ind) 0.666724
0.000365854 -nan(ind) 0.668876
0.000390244 -nan(ind) 0.671017
0.000414634 -nan(ind) 0.673339
0.000439024 -nan(ind) 0.677389
0.000463415 -nan(ind) 0.679049
0.000487805 -nan(ind) 0.678243
0.000495142 -nan(ind) 0.678243
0.000512195 -nan(ind) -nan(ind)
0.000536585 -nan(ind) 0.107715
0.000560976 -nan(ind) 0.105808
0.000585366 -nan(ind) 0.109607
0.000609756 -nan(ind) 0.112929
0.000634146 -nan(ind) 0.11569
0.000658537 -nan(ind) 0.118013
0.000682927 -nan(ind) 0.120001
0.000707317 -nan(ind) 0.12173
0.000731707 -nan(ind) 0.123256
0.000756098 -nan(ind) 0.124618
0.000780488 -nan(ind) 0.125848
0.000804878 -nan(ind) 0.126967
0.000829268 -nan(ind) 0.127993
0.000853659 -nan(ind) 0.128941
0.000878049 -nan(ind) 0.129821
0.000902439 -nan(ind) 0.130643
0.000926829 -nan(ind) 0.131414
0.00095122 -nan(ind) 0.13214
0.00097561 -nan(ind) 0.132827
0.001 -nan(ind) 0.133478
0.00102736 -nan(ind) 0.13417
0.00105807 -nan(ind) 0.134905
0.00109251 -nan(ind) 0.135681
0.00113116 -nan(ind) 0.136499
0.00117452 -nan(ind) 0.137359
0.00122316 -nan(ind) 0.13826
0.00127774 -nan(ind) 0.139201
0.00133897 -nan(ind) 0.140181
0.00140767 -nan(ind) 0.141199
0.00148475 -nan(ind) 0.142254
0.00157123 -nan(ind) 0.143344
0.00166825 -nan(ind) 0.144464
0.00177711 -nan(ind) 0.145613
0.00189923 -nan(ind) 0.146785
0.00203626 -nan(ind) 0.147974
0.00218999 -nan(ind) 0.149175
0.00236246 -nan(ind) 0.150379
0.00255597 -nan(ind) 0.151578
0.00277308 -nan(ind) 0.152762
0.00301666 -nan(ind) 0.153923
0.00328995 -nan(ind) 0.155051
0.00359656 -nan(ind) 0.156138
0.00394056 -nan(ind) 0.157176
0.00432651 -nan(ind) 0.15816
0.00475953 -nan(ind) 0.159084
0.00524535 -nan(ind) 0.159946
0.00579041 -nan(ind) 0.160744
0.00640194 -nan(ind) 0.161479
0.00708805 -nan(ind) 0.162151
0.00785782 -nan(ind) 0.162763
0.00872145 -nan(ind) 0.163317
0.00969041 -nan(ind) 0.163815
0.0107775 -nan(ind) 0.164261
0.0119972 -nan(ind) 0.164657
0.0133656 -nan(ind) 0.165005
0.0149009 -nan(ind) 0.165308
0.0166234 -nan(ind) 0.165568
0.018556 -nan(ind) 0.165787
0.0207242 -nan(ind) 0.165968
0.0231568 -nan(ind) 0.166113
0.0258861 -nan(ind) 0.166224
0.0289482 -nan(ind) 0.166305
0.0323837 -nan(ind) 0.166361
0.0362382 -nan(ind) 0.166397
0.0405626 -nan(ind) 0.166417
0.0454145 -nan(ind) 0.166428
0.0508579 -nan(ind) 0.166432
0.0569652 -nan(ind) 0.166434
0.0638172 -nan(ind) 0.166434
0.0715049 -nan(ind) 0.166434
0.0801299 -nan(ind) 0.166434
0.0898068 -nan(ind) 0.166434
0.100664 -nan(ind) 0.166434
0.112844 -nan(ind) 0.166434
0.126511 -nan(ind) 0.166434
0.141843 -nan(ind) 0.166434
0.159046 -nan(ind) 0.166434
0.178346 nan 0.166434
0.2 1500 0.166434
