TITLE="Graphics"
VARIABLES= "rj, m", "T, K", "Lambda, W/m*K" 
0 -nan(ind) 0.636162
2.43902e-05 -nan(ind) 0.636162
4.87805e-05 -nan(ind) 0.636591
7.31707e-05 -nan(ind) 0.637359
9.7561e-05 -nan(ind) 0.638447
0.000121951 -nan(ind) 0.639842
0.000146341 -nan(ind) 0.641529
0.000170732 -nan(ind) 0.643488
0.000195122 -nan(ind) 0.645699
0.000219512 -nan(ind) 0.648133
0.000243902 -nan(ind) 0.650761
0.000268293 -nan(ind) 0.653548
0.000292683 -nan(ind) 0.656452
0.000317073 -nan(ind) 0.659431
0.000341463 -nan(ind) 0.662437
0.000365854 -nan(ind) 0.665423
0.000390244 -nan(ind) 0.668366
0.000414634 -nan(ind) 0.671444
0.000439024 -nan(ind) 0.676221
0.000463415 -nan(ind) 0.679049
0.000487805 -nan(ind) 0.678064
0.000495591 -nan(ind) 0.678064
0.000512195 -nan(ind) -nan(ind)
0.000536585 -nan(ind) 0.104077
0.000560976 -nan(ind) 0.104719
0.000585366 -nan(ind) 0.108703
0.000609756 -nan(ind) 0.112136
0.000634146 -nan(ind) 0.114989
0.000658537 -nan(ind) 0.117391
0.000682927 -nan(ind) 0.119449
0.000707317 -nan(ind) 0.121239
0.000731707 -nan(ind) 0.12282
0.000756098 -nan(ind) 0.124231
0.000780488 -nan(ind) 0.125504
0.000804878 -nan(ind) 0.126662
0.000829268 -nan(ind) 0.127725
0.000853659 -nan(ind) 0.128705
0.000878049 -nan(ind) 0.129616
0.000902439 -nan(ind) 0.130466
0.000926829 -nan(ind) 0.131263
0.00095122 -nan(ind) 0.132013
0.00097561 -nan(ind) 0.132721
0.001 -nan(ind) 0.133393
0.00102736 -nan(ind) 0.134108
0.00105807 -nan(ind) 0.134865
0.00109251 -nan(ind) 0.135664
0.00113116 -nan(ind) 0.136507
0.00117452 -nan(ind) 0.137391
0.00122316 -nan(ind) 0.138316
0.00127774 -nan(ind) 0.139282
0.00133897 -nan(ind) 0.140287
0.00140767 -nan(ind) 0.14133
0.00148475 -nan(ind) 0.142409
0.00157123 -nan(ind) 0.143522
0.00166825 -nan(ind) 0.144665
0.00177711 -nan(ind) 0.145836
0.00189923 -nan(ind) 0.147028
0.00203626 -nan(ind) 0.148236
0.00218999 -nan(ind) 0.149454
0.00236246 -nan(ind) 0.150673
0.00255597 -nan(ind) 0.151885
0.00277308 -nan(ind) 0.153081
0.00301666 -nan(ind) 0.154252
0.00328995 -nan(ind) 0.155388
0.00359656 -nan(ind) 0.156481
0.00394056 -nan(ind) 0.157524
0.00432651 -nan(ind) 0.158511
0.00475953 -nan(ind) 0.159436
0.00524535 -nan(ind) 0.160298
0.00579041 -nan(ind) 0.161095
0.00640194 -nan(ind) 0.161827
0.00708805 -nan(ind) 0.162494
0.00785782 -nan(ind) 0.1631
0.00872145 -nan(ind) 0.163645
0.00969041 -nan(ind) 0.164132
0.0107775 -nan(ind) 0.164564
0.0119972 -nan(ind) 0.164943
0.0133656 -nan(ind) 0.165271
0.0149009 -nan(ind) 0.165551
0.0166234 -nan(ind) 0.165785
0.018556 -nan(ind) 0.165975
0.0207242 -nan(ind) 0.166125
0.0231568 -nan(ind) 0.166238
0.0258861 -nan(ind) 0.166318
0.0289482 -nan(ind) 0.166371
0.0323837 -nan(ind) 0.166404
0.0362382 -nan(ind) 0.166421
0.0405626 -nan(ind) 0.166429
0.0454145 -nan(ind) 0.166433
0.0508579 -nan(ind) 0.166434
0.0569652 -nan(ind) 0.166434
0.0638172 -nan(ind) 0.166434
0.0715049 -nan(ind) 0.166434
0.0801299 -nan(ind) 0.166434
0.0898068 -nan(ind) 0.166434
0.100664 -nan(ind) 0.166434
0.112844 -nan(ind) 0.166434
0.126511 -nan(ind) 0.166434
0.141843 -nan(ind) 0.166434
0.159046 -nan(ind) 0.166434
0.178346 nan 0.166434
0.2 1500 0.166434
