TITLE="Graphics"
VARIABLES= "rj", "T", "Lambda" 
0 -nan(ind) -nan(ind)
2.5e-05 -nan(ind) -nan(ind)
5e-05 -nan(ind) -nan(ind)
7.5e-05 -nan(ind) -nan(ind)
0.0001 -nan(ind) -nan(ind)
0.000125 -nan(ind) -nan(ind)
0.00015 -nan(ind) -nan(ind)
0.000175 -nan(ind) -nan(ind)
0.0002 -nan(ind) -nan(ind)
0.000225 -nan(ind) -nan(ind)
0.00025 -nan(ind) -nan(ind)
0.000275 -nan(ind) -nan(ind)
0.0003 -nan(ind) -nan(ind)
0.000325 -nan(ind) -nan(ind)
0.00035 -nan(ind) -nan(ind)
0.000375 -nan(ind) -nan(ind)
0.0004 -nan(ind) -nan(ind)
0.000425 -nan(ind) -nan(ind)
0.00045 -nan(ind) -nan(ind)
0.000475 -nan(ind) -nan(ind)
0.0005 -nan(ind) -nan(ind)
0.000525 -nan(ind) -nan(ind)
0.000552766 -nan(ind) -nan(ind)
0.000583604 -nan(ind) -nan(ind)
0.000617854 -nan(ind) -nan(ind)
0.000655893 -nan(ind) -nan(ind)
0.000698141 -nan(ind) -nan(ind)
0.000745063 -nan(ind) -nan(ind)
0.000797177 -nan(ind) -nan(ind)
0.000855057 -nan(ind) -nan(ind)
0.00091934 -nan(ind) -nan(ind)
0.000990736 -nan(ind) -nan(ind)
0.00107003 -nan(ind) -nan(ind)
0.0011581 -nan(ind) -nan(ind)
0.00125591 -nan(ind) -nan(ind)
0.00136454 -nan(ind) -nan(ind)
0.0014852 -nan(ind) -nan(ind)
0.0016192 -nan(ind) -nan(ind)
0.00176803 -nan(ind) -nan(ind)
0.00193332 -nan(ind) -nan(ind)
0.0021169 -nan(ind) -nan(ind)
0.00232079 -nan(ind) -nan(ind)
0.00254725 -nan(ind) -nan(ind)
0.00279875 -nan(ind) -nan(ind)
0.00307809 -nan(ind) -nan(ind)
0.00338832 -nan(ind) -nan(ind)
0.00373289 -nan(ind) -nan(ind)
0.00411557 -nan(ind) -nan(ind)
0.0045406 -nan(ind) -nan(ind)
0.00501265 -nan(ind) -nan(ind)
0.00553693 -nan(ind) -nan(ind)
0.00611921 -nan(ind) -nan(ind)
0.00676592 -nan(ind) -nan(ind)
0.00748417 -nan(ind) -nan(ind)
0.0082819 -nan(ind) -nan(ind)
0.00916789 -nan(ind) -nan(ind)
0.0101519 -nan(ind) -nan(ind)
0.0112448 -nan(ind) -nan(ind)
0.0124586 -nan(ind) -nan(ind)
0.0138067 -nan(ind) -nan(ind)
0.0153039 -nan(ind) -nan(ind)
0.0169668 -nan(ind) -nan(ind)
0.0188137 -nan(ind) -nan(ind)
0.0208649 -nan(ind) -nan(ind)
0.0231431 -nan(ind) -nan(ind)
0.0256733 -nan(ind) -nan(ind)
0.0284835 -nan(ind) -nan(ind)
0.0316045 -nan(ind) -nan(ind)
0.0350709 -nan(ind) -nan(ind)
0.0389208 -nan(ind) -nan(ind)
0.0431967 -nan(ind) -nan(ind)
0.0479457 -nan(ind) -nan(ind)
0.05322 -nan(ind) -nan(ind)
0.0590779 -nan(ind) -nan(ind)
0.065584 -nan(ind) -nan(ind)
0.0728098 -nan(ind) -nan(ind)
0.0808352 -nan(ind) -nan(ind)
0.0897484 -nan(ind) -nan(ind)
0.0996478 -nan(ind) -nan(ind)
0.110642 -nan(ind) -nan(ind)
0.122854 -nan(ind) -nan(ind)
0.136416 -nan(ind) -nan(ind)
0.151478 -nan(ind) -nan(ind)
0.168208 -nan(ind) -nan(ind)
0.186788 -nan(ind) -nan(ind)
0.207424 -nan(ind) -nan(ind)
0.230342 -nan(ind) -nan(ind)
0.255797 -nan(ind) -nan(ind)
0.284068 -nan(ind) -nan(ind)
0.315467 -nan(ind) -nan(ind)
0.35034 -nan(ind) -nan(ind)
0.389071 -nan(ind) -nan(ind)
0.432087 -nan(ind) -nan(ind)
0.479863 -nan(ind) -nan(ind)
0.532924 -nan(ind) -nan(ind)
0.591856 -nan(ind) -nan(ind)
0.657309 -nan(ind) -nan(ind)
0.730003 -nan(ind) -nan(ind)
0.81074 -nan(ind) -nan(ind)
0.900409 -nan(ind) -nan(ind)
1 1500 0.166434
