TITLE="Graphics"
VARIABLES= "rj, m", "q, W", "rho, kg/m^3", "u_r, m/s" 
0.000512195 -nan(ind) 980 -0.00377747
0.000536585 -nan(ind) 0.199054 -16.9453
0.000560976 -nan(ind) 0.201629 -15.3058
0.000585366 -nan(ind) 0.196571 -14.4187
0.000609756 -nan(ind) 0.192374 -13.5781
0.000634146 -nan(ind) 0.189035 -12.7755
0.000658537 -nan(ind) 0.186325 -12.019
0.000682927 -nan(ind) 0.184073 -11.3125
0.000707317 -nan(ind) 0.182163 -10.6564
0.000731707 -nan(ind) 0.180513 -10.0488
0.000756098 -nan(ind) 0.179068 -9.48693
0.000780488 -nan(ind) 0.177785 -8.96748
0.000804878 -nan(ind) 0.176636 -8.48711
0.000829268 -nan(ind) 0.175595 -8.04257
0.000853659 -nan(ind) 0.174647 -7.63079
0.000878049 -nan(ind) 0.173776 -7.2489
0.000902439 -nan(ind) 0.172971 -6.8943
0.000926829 -nan(ind) 0.172223 -6.56458
0.00095122 -nan(ind) 0.171526 -6.2576
0.00097561 -nan(ind) 0.170872 -5.9714
0.001 -nan(ind) 0.170257 -5.7042
0.00102736 -nan(ind) 0.169607 -5.42506
0.00105807 -nan(ind) 0.168925 -5.13546
0.00109251 -nan(ind) 0.16821 -4.8372
0.00113116 -nan(ind) 0.167464 -4.53243
0.00117452 -nan(ind) 0.166688 -4.22355
0.00122316 -nan(ind) 0.165883 -3.91318
0.00127774 -nan(ind) 0.165051 -3.6041
0.00133897 -nan(ind) 0.164193 -3.29913
0.00140767 -nan(ind) 0.163313 -3.00106
0.00148475 -nan(ind) 0.162412 -2.71253
0.00157123 -nan(ind) 0.161492 -2.43595
0.00166825 -nan(ind) 0.160558 -2.17342
0.00177711 -nan(ind) 0.159612 -1.92666
0.00189923 -nan(ind) 0.15866 -1.69697
0.00203626 -nan(ind) 0.157706 -1.4852
0.00218999 -nan(ind) 0.156755 -1.29179
0.00236246 -nan(ind) 0.155814 -1.11676
0.00255597 -nan(ind) 0.15489 -0.959763
0.00277308 -nan(ind) 0.153987 -0.820142
0.00301666 -nan(ind) 0.153113 -0.696998
0.00328995 -nan(ind) 0.152275 -0.589241
0.00359656 -nan(ind) 0.151476 -0.495657
0.00394056 -nan(ind) 0.150721 -0.414963
0.00432651 -nan(ind) 0.150013 -0.345854
0.00475953 -nan(ind) 0.149354 -0.287047
0.00524535 -nan(ind) 0.148746 -0.237304
0.00579041 -nan(ind) 0.148187 -0.195466
0.00640194 -nan(ind) 0.147676 -0.16046
0.00708805 -nan(ind) 0.147212 -0.131312
0.00785782 -nan(ind) 0.146792 -0.10715
0.00872145 -nan(ind) 0.146414 -0.0872041
0.00969041 -nan(ind) 0.146076 -0.0708001
0.0107775 -nan(ind) 0.145775 -0.0573556
0.0119972 -nan(ind) 0.145509 -0.0463711
0.0133656 -nan(ind) 0.145276 -0.0374219
0.0149009 -nan(ind) 0.145074 -0.0301498
0.0166234 -nan(ind) 0.144901 -0.0242542
0.018556 -nan(ind) 0.144755 -0.0194849
0.0207242 -nan(ind) 0.144635 -0.015634
0.0231568 -nan(ind) 0.144539 -0.0125301
0.0258861 -nan(ind) 0.144466 -0.0100323
0.0289482 -nan(ind) 0.144412 -0.00802513
0.0323837 -nan(ind) 0.144375 -0.00641436
0.0362382 -nan(ind) 0.144351 -0.00512324
0.0405626 -nan(ind) 0.144338 -0.00408945
0.0454145 -nan(ind) 0.144331 -0.00326249
0.0508579 -nan(ind) 0.144328 -0.00260153
0.0569652 -nan(ind) 0.144327 -0.00207363
0.0638172 -nan(ind) 0.144327 -0.00165225
0.0715049 -nan(ind) 0.144327 -0.00131607
0.0801299 -nan(ind) 0.144327 -0.001048
0.0898068 -nan(ind) 0.144327 -0.000834321
0.100664 -nan(ind) 0.144327 -0.000664058
0.112844 -nan(ind) 0.144327 -0.000528434
0.126511 -nan(ind) 0.144327 -0.000420433
0.141843 -nan(ind) 0.144327 -0.000334451
0.159046 -nan(ind) 0.144327 -0.000266015
0.178346 nan 0.144327 -0.000211555
